Custid,Dayswus,Age,Educ,Income,Kidhome,Teenhome,Freq,Recency,Monetary,LTV,Perdeal,Dryred,Sweetred,Drywh,Sweetwh,Dessert,Exotic,WebPurchase,WebVisit,Access
5355,1136,64,16,87260,0,1,22,49,953,274,18,35,7,42,4,12,4,29,4,0
5356,1177,67,14,68552,0,0,13,92,431,178,7,22,35,25,1,17,9,15,2,0
5357,697,38,20,56866,0,0,12,73,390,104,11,31,4,61,4,0,3,52,7,0
5358,1134,66,17,86847,0,0,26,74,1213,608,9,32,22,33,6,7,15,17,3,0
5359,1246,68,14,100645,0,1,24,50,1082,316,9,35,9,24,14,18,31,30,4,0
5360,750,25,15,47686,1,0,4,86,63,2,46,36,6,49,1,8,24,61,6,0
5361,848,52,15,67549,1,1,5,35,95,6,45,76,7,15,0,1,4,64,6,0
5362,1130,24,17,13673,0,0,4,38,61,-8,75,43,9,27,4,18,4,42,8,0
5363,890,65,16,103960,0,0,29,76,1412,559,0,18,11,43,14,14,27,12,1,0
5364,861,35,20,42681,1,0,5,89,117,-5,54,85,0,13,1,1,5,49,7,0
5365,718,19,13,40455,1,0,4,39,49,1,46,7,26,29,4,33,53,56,5,0
5366,749,64,20,105252,0,0,27,57,1282,449,1,62,9,19,9,0,16,30,3,0
5367,1054,21,15,47046,0,0,4,67,93,20,27,44,28,13,4,11,75,42,6,0
5368,842,74,18,123455,0,0,38,63,1978,833,1,55,3,41,1,0,5,13,1,1
5369,635,29,15,42347,1,0,5,96,68,1,47,28,2,30,19,21,42,55,5,0
5370,687,26,20,19528,1,0,3,83,32,-4,67,23,6,51,9,11,40,54,7,0
5371,700,26,17,42823,1,1,3,24,23,-5,92,33,16,30,8,13,51,73,7,0
5372,1097,37,16,57923,0,1,6,66,149,14,36,53,5,25,15,2,12,63,8,0
5373,1194,69,14,110699,0,1,42,32,2225,1282,2,41,5,36,8,10,9,35,7,1
5374,886,22,16,10000,1,0,3,24,28,-5,89,6,13,49,18,13,12,74,9,0
5375,889,76,20,117186,0,0,32,33,1596,700,1,44,5,42,8,1,2,17,2,0
5376,926,41,18,77810,1,0,18,55,703,191,24,52,3,39,4,2,6,44,6,0
5377,810,24,14,37686,1,0,2,17,33,0,48,6,7,26,35,26,18,34,4,0
5378,650,42,15,54946,1,1,5,92,66,-15,87,48,10,35,0,7,20,45,5,0
5379,1132,77,16,118729,0,0,41,80,2164,664,1,31,0,40,14,15,9,11,2,1
5380,633,44,20,67900,1,1,5,42,118,-5,56,70,2,26,1,1,1,52,5,0
5381,587,36,16,60040,1,1,2,66,34,-2,58,73,1,24,0,2,5,76,8,0
5382,865,55,15,61698,0,1,4,74,92,9,37,37,14,31,3,15,20,33,4,0
5383,779,59,18,94925,0,1,20,98,827,364,11,74,1,20,2,3,8,22,2,0
5384,1052,40,16,53197,0,1,5,20,122,10,39,57,7,22,8,6,10,55,7,0
5385,778,30,20,47810,1,1,5,98,56,-12,77,51,5,36,3,5,12,75,8,0
5386,1209,71,15,115348,0,0,37,77,1922,812,2,15,23,17,22,23,5,15,2,0
5387,1171,39,19,61503,1,1,10,78,296,-75,76,74,4,12,6,4,10,46,7,0
5388,944,57,15,51146,1,0,5,26,118,24,32,31,2,36,13,18,9,31,3,0
5389,766,49,17,67942,0,1,7,72,186,39,28,79,2,15,1,3,11,46,5,0
5390,708,37,16,52782,1,0,6,29,149,5,47,34,13,43,1,9,33,55,6,1
5391,594,66,18,101257,0,0,36,90,1857,1064,1,58,3,30,3,6,2,14,2,2
5392,785,68,16,113172,0,0,33,34,1664,542,1,31,12,30,18,9,13,14,2,0
5393,792,24,15,45120,1,0,1,47,14,1,31,7,10,39,23,21,51,75,7,0
5394,1196,58,17,94628,0,1,35,28,1788,505,19,56,1,32,4,7,1,30,7,0
5395,885,49,14,65152,0,0,13,28,439,177,7,59,11,14,15,1,13,46,5,0
5396,1119,47,15,85925,0,1,19,42,763,199,17,81,1,17,1,0,12,43,6,0
5397,794,29,17,47192,1,0,4,19,59,1,47,28,19,39,10,4,27,51,4,0
5398,1046,46,16,59976,1,1,11,27,346,-9,54,91,1,5,2,1,32,58,7,0
5399,1231,27,17,34168,1,0,4,95,90,-8,66,46,8,25,11,10,23,67,9,0
5400,620,72,15,101065,0,0,30,19,1468,547,2,25,19,30,12,14,1,10,1,0
5401,1243,20,14,19688,1,0,4,1,64,-1,54,5,31,33,8,24,78,65,9,0
5402,876,27,16,34502,1,0,5,22,77,-5,63,40,5,42,12,1,36,70,8,0
5403,948,47,19,64463,0,1,11,45,347,90,12,78,2,17,1,2,33,49,5,0
5404,794,19,13,20337,1,0,2,13,17,-2,77,11,19,23,39,8,77,68,7,0
5405,1031,22,16,23186,1,0,3,81,28,-3,78,12,20,42,4,23,62,68,8,0
5406,623,25,17,33466,1,0,1,288,10,-1,68,48,10,25,3,14,6,52,4,0
5407,998,46,17,53134,1,1,2,67,35,-6,73,86,2,9,2,1,9,56,6,0
5408,842,65,18,100362,0,0,25,23,1141,472,1,48,4,42,4,2,5,14,1,0
5409,956,32,17,29706,1,0,1,285,11,-1,60,19,10,38,19,14,24,71,8,0
5410,829,22,16,46578,1,0,2,98,38,0,50,14,20,22,20,24,23,62,7,0
5411,569,57,14,91041,0,1,18,62,717,238,12,45,8,32,8,7,8,28,2,0
5412,765,72,15,103249,0,0,30,70,1475,570,1,38,14,30,15,3,2,14,1,1
5413,1033,61,15,82709,0,1,32,33,1595,457,13,79,0,18,1,2,2,27,6,2
5414,866,76,18,88847,0,0,24,64,1078,318,6,27,1,64,6,1,0,11,1,0
5415,707,35,16,46177,1,1,1,31,16,-2,67,50,10,33,4,3,7,59,6,0
5416,1061,67,14,114996,0,0,39,79,2048,970,1,37,12,37,12,2,15,13,2,0
5417,741,31,15,12340,1,0,2,91,20,-3,72,46,4,39,7,4,24,67,8,0
5418,950,51,14,64981,0,1,10,91,297,69,22,83,2,12,2,1,22,53,7,1
5419,1001,43,19,64102,0,1,17,64,646,83,37,54,12,19,3,12,4,28,4,0
5420,881,20,14,21710,1,1,4,66,36,-8,84,17,22,36,14,11,12,45,5,0
5421,1084,67,17,85679,0,0,31,1,1540,664,3,35,11,53,1,0,2,13,3,0
5422,892,28,17,43820,1,0,5,7,117,-3,55,36,3,55,3,3,32,49,7,0
5423,721,47,19,59586,1,1,4,59,53,-12,86,89,0,9,1,1,29,47,4,0
5424,1153,37,15,62538,1,1,8,20,225,-4,52,68,2,25,0,4,14,59,8,0
5425,980,58,17,81752,0,1,20,1,823,331,8,46,0,23,9,21,21,24,3,0
5426,550,45,14,69097,1,1,1,182,19,-3,64,66,4,23,2,5,61,55,7,1
5427,914,31,15,41188,1,0,9,18,258,13,41,27,12,41,11,9,9,62,8,0
5428,636,52,18,81597,0,1,3,62,65,15,13,71,1,21,3,3,17,45,3,0
5429,580,65,18,83117,0,0,10,51,303,166,4,14,7,58,11,10,2,19,1,0
5430,747,44,16,62362,1,1,7,50,181,3,48,66,3,27,0,4,37,64,8,1
5431,631,74,19,95263,0,0,19,48,775,294,2,41,5,51,0,3,1,9,1,0
5432,709,52,18,61943,0,1,4,14,92,28,19,67,7,24,0,2,9,56,6,0
5433,1055,36,14,74465,1,1,19,58,762,-17,52,28,15,17,26,13,40,45,7,0
5434,751,22,16,31491,1,0,2,83,27,-3,75,16,15,29,35,5,71,50,6,1
5435,1202,21,15,25518,1,0,4,83,89,-4,59,23,5,43,23,7,58,70,9,1
5436,1179,49,17,84687,0,1,26,48,1220,222,20,86,0,14,0,0,22,56,8,1
5437,1126,30,17,34951,1,0,2,76,37,1,46,48,12,33,6,1,23,62,8,1
5438,595,56,20,81243,0,1,11,23,345,90,11,78,2,17,1,2,17,36,3,0
5439,668,70,20,108246,0,0,20,30,833,289,1,23,10,45,2,20,10,13,1,0
5440,687,73,15,126189,0,0,39,35,2046,631,0,43,7,39,4,7,7,13,1,1
5441,1116,47,19,51131,0,1,8,10,216,-1,51,92,0,8,0,0,16,45,6,0
5442,724,25,16,19603,1,0,5,89,42,-6,74,22,8,33,1,36,32,53,5,0
5443,744,51,17,72264,1,1,8,13,221,-55,76,84,0,13,1,1,8,36,4,0
5444,569,19,13,30254,1,0,2,7,28,-4,73,9,23,22,27,19,15,71,9,0
5445,999,74,18,93376,0,0,28,26,1340,797,2,67,5,19,1,7,15,48,7,0
5446,811,38,15,51899,1,1,4,80,43,-12,83,31,1,44,24,0,11,40,3,0
5447,632,76,19,128074,0,0,33,2,1668,504,0,25,3,62,7,3,1,18,1,1
5448,754,39,15,56814,1,1,4,83,61,-11,78,38,7,49,3,2,10,58,5,0
5449,1115,34,18,48094,1,0,5,89,122,3,45,44,4,40,4,8,11,60,7,0
5450,627,61,18,94870,0,1,18,39,706,198,5,66,6,20,4,4,54,36,3,1
5451,1097,20,14,24684,1,0,3,16,66,-2,57,31,13,35,13,8,39,62,8,0
5452,1076,35,18,36746,1,1,2,62,31,-13,93,39,0,36,24,1,28,39,5,0
5453,1228,32,15,57998,1,1,8,69,221,-45,83,44,2,44,4,6,27,67,9,0
5454,1167,45,18,58436,0,1,12,91,396,36,38,84,2,13,0,1,23,59,9,0
5455,916,68,17,100633,0,0,31,41,1540,447,1,28,9,48,11,4,12,15,2,0
5456,1010,39,18,57941,0,1,12,0,383,114,21,72,3,18,5,2,2,41,5,0
5457,615,71,18,111132,1,1,21,3,902,146,26,67,2,30,1,0,0,35,3,0
5458,877,20,14,20264,1,0,3,58,39,-4,73,7,16,37,17,22,35,60,8,0
5459,931,43,19,64727,1,1,3,75,57,6,38,74,1,24,1,1,3,64,6,0
5460,1102,53,18,71621,0,1,12,36,392,88,31,77,1,19,1,2,5,54,7,0
5461,593,78,16,114293,0,0,41,98,2163,1253,1,55,1,34,6,4,4,16,3,1
5462,868,51,18,63506,0,1,7,46,182,20,38,83,1,15,1,1,6,49,6,0
5463,642,53,19,84546,0,1,11,80,347,85,14,89,1,10,0,0,11,47,5,1
5464,711,40,17,62979,1,1,3,16,64,-15,70,66,3,30,0,1,14,48,6,0
5465,730,22,16,33812,1,0,3,90,44,-2,59,13,22,34,20,12,29,56,5,0
5466,552,77,17,99886,1,0,21,74,897,445,7,71,2,24,2,1,9,43,4,0
5467,985,62,15,114257,0,1,23,59,1017,379,7,38,17,18,14,13,11,39,5,0
5468,784,22,16,36715,0,0,4,83,65,9,13,7,1,25,48,19,18,41,4,0
5469,890,72,19,77039,0,0,18,22,708,224,4,66,2,29,2,1,9,13,1,0
5470,1093,41,18,60377,1,1,3,4,64,-25,82,59,0,34,4,3,25,49,7,0
5471,784,75,20,115971,0,0,33,67,1670,507,1,35,6,50,3,5,21,16,2,1
5472,783,20,14,32976,1,0,3,8,43,0,51,10,23,22,37,8,16,61,7,0
5473,661,63,15,107120,0,1,29,39,1405,507,5,32,15,22,11,21,17,29,3,0
5474,1004,55,15,80631,0,1,22,25,949,126,34,28,21,32,19,1,18,44,7,0
5475,580,42,15,82319,0,1,10,94,306,75,14,56,6,30,1,7,23,52,5,0
5476,840,24,14,24249,0,0,2,11,20,2,28,8,29,14,7,42,71,55,5,0
5477,557,53,14,83313,1,1,5,30,122,7,43,25,24,24,15,12,8,54,6,0
5478,664,32,15,62829,1,1,2,71,35,-2,56,32,7,37,2,22,31,79,8,1
5479,1221,20,14,22570,0,0,2,89,35,-1,53,11,20,34,18,17,73,59,8,0
5480,989,52,16,76057,0,1,11,57,348,61,35,82,1,14,2,1,17,54,7,1
5481,1191,77,18,120301,0,0,41,26,2166,1159,1,50,5,30,9,7,5,9,2,0
5482,564,71,17,98672,1,0,20,3,834,333,9,53,5,33,4,5,1,44,4,0
5483,553,63,16,99247,0,1,20,68,834,249,11,49,10,29,0,12,11,27,2,0
5484,941,44,15,74668,1,0,18,61,715,268,7,40,4,43,1,12,24,66,8,0
5485,592,22,16,23065,0,0,4,65,38,1,43,8,3,58,16,15,12,56,5,0
5486,884,36,15,33388,1,1,5,2,80,-21,86,34,1,20,12,33,17,42,6,0
5487,945,35,15,70711,1,1,12,30,392,-70,70,41,4,50,3,3,13,53,8,0
5488,1189,27,17,36041,1,0,2,96,37,-5,69,29,15,43,4,9,44,68,9,0
5489,845,30,18,39414,1,0,3,54,54,1,47,47,3,44,3,3,2,55,7,0
5490,793,74,17,100410,1,0,31,4,1543,467,4,48,5,39,3,5,9,43,5,0
5491,647,30,19,47036,1,0,3,8,39,0,49,41,6,42,3,9,40,36,3,0
5492,1068,77,15,98493,0,0,32,2,1596,866,1,24,22,41,2,11,3,14,3,0
5493,1004,71,18,91741,0,0,15,32,549,159,3,37,11,38,2,12,4,13,1,0
5494,1072,58,18,80642,0,1,14,81,482,176,9,53,9,28,6,3,5,53,7,0
5495,1134,28,15,30972,1,0,4,79,90,-10,70,26,12,44,8,10,17,65,8,0
5496,1065,64,17,110484,0,1,34,64,1734,599,5,58,4,28,5,6,2,29,5,1
5497,1181,45,20,62759,0,0,17,61,644,162,15,92,1,6,1,0,0,39,6,0
5498,1029,28,14,47183,1,0,2,20,25,-2,61,27,16,31,15,12,32,69,7,0
5499,1059,30,19,42761,1,0,5,48,117,1,49,48,8,38,4,2,2,59,8,0
5500,1129,72,14,90624,0,0,21,96,889,467,8,34,6,43,14,3,2,22,3,0
5501,1109,27,16,38510,1,0,2,85,32,-3,67,18,14,54,10,5,74,56,7,1
5502,914,44,18,57113,1,1,14,64,493,11,48,77,1,19,2,2,20,43,6,0
5503,934,54,19,69632,0,1,11,18,342,78,23,88,1,10,1,1,4,71,8,0
5504,872,58,15,83799,0,1,16,96,594,150,9,39,11,33,5,12,21,38,4,0
5505,762,73,18,112576,1,1,21,43,884,260,24,79,1,18,2,0,1,43,5,0
5506,1231,25,17,35754,0,0,1,450,20,3,28,28,8,30,13,21,19,33,4,0
5507,591,20,14,25303,1,0,4,41,50,0,48,14,16,20,14,36,61,51,6,1
5508,921,25,18,14591,1,0,4,29,36,-7,82,35,3,52,8,2,13,57,7,0
5509,1013,35,17,39782,1,1,7,51,188,-41,78,83,0,13,0,4,33,51,8,0
5510,733,40,19,78554,1,1,9,46,262,13,44,57,1,37,3,2,16,55,6,0
5511,643,65,16,101667,0,0,36,17,1856,727,2,34,6,55,1,4,36,14,2,0
5512,1245,61,14,85568,0,1,33,52,1665,322,24,73,2,15,3,7,9,25,6,0
5513,917,66,16,85643,0,0,28,75,1339,685,5,67,7,23,1,2,2,36,6,0
5514,890,42,20,61856,1,1,11,2,341,-13,54,88,0,11,1,0,3,61,8,0
5515,633,20,14,22095,1,0,3,87,29,-4,67,22,23,26,11,18,78,47,4,0
5516,619,35,16,64190,0,1,12,93,391,79,18,39,11,21,13,16,47,52,6,0
5517,806,53,18,58393,0,1,12,11,383,91,28,82,3,14,1,1,28,55,7,1
5518,968,48,19,73005,0,1,15,77,538,132,20,87,1,10,0,1,8,50,7,0
5519,1095,57,16,85070,0,1,23,98,1023,229,22,61,5,22,6,5,20,35,7,0
5520,1198,36,15,50259,1,1,4,4,67,-20,74,66,3,21,3,7,16,55,8,0
5521,644,51,19,66641,0,1,5,2,122,26,22,90,0,9,0,0,2,67,7,0
5522,608,72,18,105701,0,0,23,68,1020,344,2,46,3,39,2,10,5,22,2,1
5523,770,22,16,29065,1,0,2,94,31,-1,58,28,11,37,20,4,8,56,6,0
5524,626,73,17,95076,0,0,27,35,1273,479,2,62,2,32,1,3,4,22,3,2
5525,1107,78,18,115967,0,0,43,82,2291,664,2,42,6,48,1,2,4,23,5,0
5526,738,34,15,46470,1,1,3,75,33,-8,83,28,10,48,4,10,7,60,6,0
5527,917,73,18,113358,0,0,36,49,1850,742,1,43,6,40,9,2,5,17,2,0
5528,884,58,17,66071,0,1,12,3,385,82,33,60,7,21,5,8,7,24,3,0
5529,1177,75,18,110868,0,0,36,93,1852,632,1,22,15,54,5,4,1,15,3,0
5530,1224,28,17,13315,0,1,4,72,36,-8,83,34,4,24,32,6,47,42,6,0
5531,629,61,15,85237,0,0,17,32,650,324,1,46,10,31,0,12,4,19,2,0
5532,861,21,15,31321,1,0,2,75,24,0,52,11,36,28,8,17,60,75,8,0
5533,864,77,17,123939,0,0,40,35,2103,631,1,33,1,44,11,11,4,15,2,1
5534,902,57,18,56419,0,1,7,90,188,14,40,36,8,43,7,6,43,20,3,0
5535,947,43,16,64408,1,1,3,34,52,2,46,61,5,29,4,2,12,43,3,0
5536,679,61,16,89494,0,1,28,82,1333,357,5,65,3,19,5,7,7,30,3,0
5537,648,28,18,56525,1,0,2,69,30,0,48,51,8,35,0,6,15,64,7,0
5538,618,56,19,83985,0,1,14,56,483,136,27,90,1,8,0,1,4,28,3,0
5539,768,32,16,51808,1,0,5,17,92,3,46,27,17,34,6,15,35,64,8,0
5540,934,57,18,78194,0,1,5,3,117,34,25,53,1,38,4,5,19,34,4,0
5541,704,44,16,61650,1,1,3,34,50,-20,85,52,10,30,6,1,4,60,7,0
5542,1014,46,17,63657,0,1,9,56,258,32,36,77,1,17,0,5,8,46,6,1
5543,1178,55,16,81230,0,1,29,57,1399,620,6,36,12,18,16,18,8,35,7,0
5544,1212,77,18,107909,0,0,37,98,1916,1036,2,54,2,42,0,2,5,17,4,0
5545,928,58,15,87860,0,1,11,41,343,45,29,50,16,21,3,10,26,33,4,0
5546,1234,70,17,110869,0,0,46,23,2471,865,1,77,2,19,2,1,4,12,4,3
5547,991,32,19,49238,1,0,11,75,349,-32,64,57,4,31,2,6,17,65,9,1
5548,966,51,17,78770,0,0,14,21,497,194,9,75,3,14,6,2,33,56,6,0
5549,1186,48,20,68750,0,0,26,60,1215,394,4,96,0,4,0,0,3,54,8,2
5550,570,50,14,73102,0,1,8,47,225,13,45,77,2,15,4,2,22,55,6,0
5551,800,77,19,97077,0,1,18,26,702,206,6,77,1,18,1,3,4,41,4,0
5552,1228,27,19,38493,1,0,14,73,483,-28,59,45,3,41,5,6,42,46,9,0
5553,665,51,20,78249,0,1,12,49,389,104,7,93,0,6,0,0,11,55,6,0
5554,744,62,19,96010,1,1,13,38,442,-6,52,78,1,14,3,4,3,48,5,0
5555,887,44,20,72096,1,1,2,71,41,2,47,86,1,12,1,0,1,75,8,0
5556,935,72,18,118674,0,1,35,19,1789,817,1,81,2,13,1,3,1,59,7,3
5557,1188,61,17,84056,0,0,17,70,649,304,6,75,3,17,4,1,9,33,4,0
5558,552,32,15,49282,1,0,2,94,21,2,26,18,4,33,18,27,20,74,6,0
5559,976,74,16,119462,0,0,36,60,1851,631,0,30,16,35,15,4,4,10,1,1
5560,1119,54,17,75004,0,1,16,83,593,94,24,86,0,11,1,2,1,46,6,0
5561,721,53,19,76855,0,1,17,24,652,133,18,89,1,9,1,0,41,42,4,1
5562,1021,18,12,22768,0,0,1,92,14,2,17,2,30,22,24,22,60,60,7,0
5563,765,35,18,50519,1,0,3,6,65,12,33,47,4,41,5,4,9,51,5,0
5564,555,46,17,48163,0,1,2,21,34,-3,61,83,1,15,0,1,4,55,7,0
5565,797,31,19,52898,1,0,6,18,153,14,35,79,1,15,3,2,48,69,8,1
5566,843,44,16,58740,1,1,3,95,56,-6,66,64,3,27,1,5,48,57,6,0
5567,819,37,18,36547,1,1,4,71,59,-14,87,80,1,15,4,1,3,58,7,0
5568,1243,19,13,20114,1,0,2,82,23,-2,65,5,40,16,34,5,33,61,7,0
5569,812,30,18,38683,1,0,3,65,46,-1,53,79,0,18,2,1,8,52,6,0
5570,915,21,14,15192,1,0,3,41,39,-7,83,7,14,50,16,14,60,69,9,0
5571,644,69,15,85324,0,0,10,97,306,85,11,21,1,21,17,39,38,29,1,0
5572,1176,71,16,100697,0,0,37,57,1917,656,4,26,15,51,6,2,6,12,2,0
5573,1042,31,17,49066,1,1,4,42,91,-13,75,41,1,45,6,7,9,62,8,0
5574,683,44,19,72175,0,1,2,81,41,7,31,75,3,21,0,1,8,67,7,0
5575,877,75,15,129168,0,0,41,79,2162,1044,1,42,2,34,14,9,1,16,2,2
5576,1042,53,19,86385,0,1,17,75,653,182,12,89,2,8,1,0,34,51,6,1
5577,805,53,17,71392,0,1,4,97,68,4,42,79,3,17,1,0,27,38,3,0
5578,561,66,19,113389,0,0,30,1,1464,497,2,33,2,55,2,8,11,18,1,0
5579,1249,66,19,104022,0,0,49,7,2646,1256,1,60,2,33,4,2,3,16,5,2
5580,952,72,17,109900,0,0,42,28,2224,828,1,51,3,32,6,8,10,8,1,2
5581,757,76,17,110231,0,0,33,14,1667,532,2,54,1,38,3,3,1,28,4,0
5582,955,26,16,26897,1,1,2,29,19,-5,89,14,27,23,17,19,15,63,7,0
5583,1039,33,14,61522,1,0,15,11,537,93,13,41,10,35,6,7,4,75,9,0
5584,705,66,16,93867,0,0,27,17,1273,509,2,35,6,44,6,9,1,14,2,0
5585,754,47,16,55214,0,0,5,11,121,34,12,31,27,32,7,3,15,46,6,0
5586,994,40,16,62477,1,1,5,38,121,-20,70,45,6,22,11,16,22,46,6,0
5587,600,41,19,51633,1,1,3,52,41,-12,83,76,0,17,4,3,13,43,4,0
5588,807,41,15,56938,0,0,11,55,341,156,6,32,7,40,1,20,29,30,4,0
5589,880,58,15,95407,0,1,22,6,961,250,12,46,11,30,9,5,13,28,3,0
5590,1146,36,18,59984,1,1,7,93,182,-24,69,88,0,11,0,0,21,59,8,0
5591,1226,19,13,11920,1,0,5,25,60,-3,63,3,75,5,6,11,71,53,8,0
5592,869,41,19,55401,1,1,9,51,256,-32,61,86,0,13,1,0,9,58,8,0
5593,822,48,14,65942,1,1,1,486,20,-2,65,82,2,12,1,3,34,45,5,0
5594,1156,18,12,23775,0,0,5,54,72,5,38,4,9,23,8,55,83,74,8,0
5595,1143,34,17,46441,1,0,10,6,305,74,16,58,2,38,1,2,9,55,8,0
5596,1023,53,20,63898,0,1,8,32,216,35,31,94,0,5,0,1,1,46,6,0
5597,1070,70,17,90791,0,0,27,96,1284,639,2,63,4,28,2,2,1,22,4,0
5598,878,20,14,23008,0,0,4,4,55,4,35,8,16,47,21,8,57,66,8,0
5599,913,31,20,32272,1,0,4,4,52,-9,72,66,1,28,4,2,4,54,7,0
5600,569,65,19,95651,0,0,26,87,1203,421,4,39,5,38,12,7,4,21,3,0
5601,996,34,15,63304,1,0,10,48,306,42,23,35,20,23,13,9,25,46,5,0
5602,814,45,17,67958,0,1,19,85,768,63,42,88,3,8,1,0,2,56,8,1
5603,1078,20,14,22822,1,0,5,96,118,-11,70,11,20,33,20,16,6,59,9,0
5604,1214,37,15,54169,1,1,1,125,20,-3,67,36,12,22,12,18,43,52,7,0
5605,932,59,15,93242,0,1,22,97,959,361,10,43,18,16,12,11,6,30,4,0
5606,748,48,15,63739,0,1,10,46,305,45,33,76,2,20,1,2,17,38,5,0
5607,778,53,16,67562,0,0,13,34,445,124,11,41,8,20,20,11,3,23,3,0
5608,797,78,18,125693,0,0,27,42,1271,437,2,20,10,47,19,4,8,12,1,0
5609,830,72,15,115822,0,0,30,43,1467,562,1,35,18,34,4,9,1,16,1,0
5610,605,55,18,85527,0,1,15,47,541,222,7,75,2,15,4,4,8,39,5,0
5611,834,69,14,97622,0,0,36,76,1853,1061,1,15,20,49,8,8,16,13,2,0
5612,939,66,19,121575,0,0,37,50,1914,728,1,58,2,37,3,0,4,34,4,2
5613,900,23,17,14653,1,0,4,45,52,-6,82,24,7,43,11,15,9,61,8,0
5614,984,74,19,104855,0,1,35,83,1791,831,3,78,0,18,2,2,1,40,6,0
5615,1060,45,17,56036,0,1,7,50,185,-2,52,90,1,7,1,1,19,58,7,0
5616,570,30,17,64008,1,1,2,55,40,-2,56,58,2,29,5,6,7,60,6,0
5617,902,68,20,87303,0,0,24,4,1076,594,3,36,7,39,7,11,3,9,1,0
5618,1053,59,19,91754,0,0,30,86,1477,448,2,74,2,21,2,1,1,28,5,1
5619,1217,22,16,36746,0,0,9,25,258,11,38,6,9,52,32,1,8,62,9,0
5620,1030,37,18,61999,0,1,4,85,92,14,32,65,2,24,1,8,17,61,7,0
5621,1166,36,17,52206,0,1,7,23,182,-3,52,40,13,21,9,17,5,30,4,0
5622,964,25,19,40796,1,0,10,26,299,-28,67,54,1,42,2,2,5,39,7,0
5623,901,21,15,31059,0,0,1,172,17,2,24,5,3,11,8,72,30,65,8,0
5624,1109,49,14,71286,0,1,5,97,118,34,22,53,3,32,7,5,17,61,7,0
5625,1160,31,16,39265,1,0,4,24,68,-13,75,18,26,43,2,11,14,65,8,0
5626,626,63,20,103496,0,1,18,3,703,212,9,74,1,22,2,0,2,36,3,0
5627,1157,48,18,85304,1,1,21,73,891,89,38,89,0,9,1,1,9,45,7,0
5628,817,41,16,63504,1,1,2,27,40,-1,53,50,10,9,21,10,29,35,2,0
5629,1141,54,19,92697,0,1,26,44,1208,545,9,82,1,15,1,1,8,62,8,0
5630,703,38,19,51257,1,1,2,58,38,-11,79,85,0,14,0,0,5,62,7,0
5631,592,58,14,108051,0,1,26,12,1214,526,3,32,14,16,23,14,12,26,2,0
5632,876,46,18,65250,0,1,4,53,92,12,31,93,0,5,0,2,3,33,4,1
5633,805,58,18,84961,0,0,18,94,716,219,8,49,10,31,1,9,12,34,4,0
5634,598,74,14,122401,0,0,43,36,2289,752,1,34,10,36,3,16,2,17,3,1
5635,598,48,19,70656,0,1,10,50,306,73,19,82,0,15,2,1,3,45,5,0
5636,714,35,19,56282,0,1,7,91,183,33,24,64,1,27,4,4,48,47,4,0
5637,926,34,15,61748,1,0,26,99,1203,242,23,67,2,25,0,6,12,49,8,0
5638,625,40,17,41433,0,0,4,77,91,30,22,46,12,29,5,8,5,54,7,0
5639,1104,19,13,33924,1,0,2,82,25,-1,55,7,19,12,25,37,31,62,8,0
5640,908,31,17,47968,1,1,4,81,91,-16,79,38,10,18,13,21,15,44,7,0
5641,942,22,16,22070,1,0,5,23,50,-6,73,19,29,36,12,3,25,59,6,0
5642,584,19,13,29660,1,0,1,435,14,1,39,11,14,12,35,28,68,37,4,1
5643,722,70,14,104548,0,0,28,47,1348,403,1,9,38,19,3,31,1,11,1,0
5644,745,24,18,49823,1,0,1,104,20,0,53,16,10,58,5,11,52,55,6,1
5645,1216,77,19,126494,0,1,45,99,2408,1172,3,70,1,23,6,0,6,41,7,2
5646,796,32,16,36503,1,0,4,11,61,-2,54,34,12,23,5,26,24,54,6,0
5647,1240,22,14,30634,0,0,1,224,12,0,41,10,9,28,29,24,74,66,8,0
5648,749,24,18,30570,1,0,4,52,47,2,47,64,2,26,3,6,6,28,3,0
5649,580,32,19,41741,1,0,3,95,34,-6,70,72,5,17,5,1,8,25,1,0
5650,808,23,17,34761,0,0,1,426,20,3,25,11,8,46,0,35,71,62,8,1
5651,655,57,15,85618,0,1,14,47,490,213,6,28,3,43,20,6,7,35,3,0
5652,972,76,19,135789,0,0,43,91,2289,800,0,50,4,40,4,2,6,13,2,1
5653,858,59,19,74235,0,0,24,53,1090,378,4,68,2,17,3,9,27,42,6,1
5654,556,29,18,33704,0,1,2,14,24,-6,73,38,19,33,0,10,27,30,3,0
5655,895,65,15,115706,0,0,37,68,1923,979,1,14,15,45,10,15,6,13,1,0
5656,1044,49,18,87870,0,1,23,7,1023,330,22,85,0,13,1,1,0,38,6,1
5657,1151,78,16,104106,0,0,39,90,2044,864,1,42,1,34,19,3,4,12,2,0
5658,1247,56,14,84410,1,1,27,37,1281,90,44,43,9,23,10,15,24,25,6,0
5659,868,75,16,114788,1,0,31,76,1543,467,17,67,5,17,6,5,0,31,5,1
5660,1005,76,17,122652,0,0,35,41,1798,530,1,54,1,27,13,5,6,16,2,1
5661,1105,67,17,93708,0,0,27,34,1277,440,1,52,6,33,5,4,8,12,2,0
5662,780,46,17,69410,0,1,8,97,221,50,30,67,2,27,1,2,26,63,7,0
5663,561,47,17,68731,0,1,8,43,223,46,25,84,1,14,1,1,23,55,6,0
